shipment_id,supplier_name,country,city,warehouse_id,product,order_quantity,unit_cost,total_cost,lead_time_days,delivery_status,order_date
6990,GlobalTrade GmbH,germany,berlin,WH-D,Electronics,,-67.75,-67.75,unknown,Delivered,17/10/2023
6967, EuroSupply SA,Itlay,MILAN,WH-A ,PLASTIC COMPONENTS,,187.49,187.49,unknown,CANCELLED,2023-12-14
8752,MedTech SRL ,belgium,brussels,WH-A,Electronics,,,0.0,-8,CANCELLED,02/05/2022
6750,Iberia Parts,poland,warsaw,wh-b,Electronics,,,0.0,2,In Transit,"March 23, 2023"
5441,Nordic  Logistics,Germnay,hamburg,WH-D,Packaging,,,0.0,15,Delivered,2022-08-02
4303,GlobalTrade GmbH,Belgium,Brussels,wh-b,Electronics,,-27.12,-27.12,-1,CANCELLED,2023-01-05
7352,MedTech SRL ,NETHERLANDS,rotterdam,WH_C,steel parts ,,-20.01,-20.01,45,In Transit,"March 9, 2023"
4175,GlobalTrade GmbH,Italy,Rome,WH-D,PLASTIC COMPONENTS,,-26.89,-26.89,44,CANCELLED,"March 11, 2023"
8651,Iberia Parts,BELGIUM,brussels,WH_C,Steel Parts,N/A,,0.0,unknown,In Transit,"March 23, 2023"
5901,MedTech SRL ,belgium,brussels,WH_C,steel parts ,,,0.0,53,IN TRANSIT,"March 25, 2023"
6714,GlobalTrade GmbH,France,paris,wh-b,Packaging,,27.77,27.77,-11,Delivered,2022-06-25
8533, EuroSupply SA,FRANCE,PARIS,WH-A ,PLASTIC COMPONENTS,,,0.0,unknown,Delivered,"March 13, 2023"
8576,MedTech SRL ,FRANCE,MARSEILLE,WH-A,Steel Parts,,,0.0,unknown,Delivered,"March 19, 2023"
4692,Iberia Parts,Germany,Munich,WH_C,PLASTIC COMPONENTS,,148.3,148.3,,IN TRANSIT,2023-12-29
5801,GlobalTrade GmbH,france,MARSEILLE,WH-A ,Electronics,40,124.82,4992.799999999999,25, delivered,13/01/2024
4185,Iberia Parts,GERMANY,MUNICH,WH-D,steel parts ,,,0.0,,In Transit,20/04/2024
4966,Iberia Parts,Spain,Barcelona,WH-A ,Steel Parts,,,0.0,unknown,IN TRANSIT,"March 21, 2023"
4905,Iberia Parts,france,lyon,WH_C,Packaging,,7.97,7.97,,In Transit,2023-04-07
7551,Nordic  Logistics,FRANCE,lyon,WH-A ,PLASTIC COMPONENTS,,-15.07,-15.07,-16,CANCELLED,02/01/2024
7430,Nordic  Logistics,GERMANY,BERLIN,WH-A,Electronics,,,0.0,unknown,IN TRANSIT,"March 27, 2023"
4521,Iberia Parts,POLAND,Warsaw,WH-A,electronics ,N/A,,0.0,unknown,IN TRANSIT,"March 6, 2023"
5257,Iberia Parts,Germnay,BERLIN,wh-b,Electronics,N/A,,0.0,,Delayed,"March 26, 2023"
6901,Iberia Parts,germany,Berlin,WH_C,Packaging,,171.83,171.83,, delivered,24/04/2024
6027,Nordic  Logistics,FRANCE,PARIS,wh-b,PLASTIC COMPONENTS,N/A,,0.0,-25, delivered,2024-01-02
8412,Nordic  Logistics,France,Paris,WH-D,Steel Parts,N/A,-77.22,-77.22,-14, delivered,31/03/2024
7893, EuroSupply SA,spain,MADRID,WH-A ,PLASTIC COMPONENTS,208,,0.0,-15,Delayed,2023-08-22
6703,Iberia Parts,france,PARIS,WH-D,electronics ,N/A,-66.06,-66.06,unknown,CANCELLED,"March 26, 2023"
5886,Iberia Parts,Netherlads,rotterdam,WH-A,Packaging,N/A,,0.0,, delivered,"March 27, 2023"
6344, EuroSupply SA,Poland,warsaw,wh-b,Steel Parts,N/A,,0.0,unknown,IN TRANSIT,06/08/2023
6400,Nordic  Logistics,netherlands,AMSTERDAM,WH-A ,PLASTIC COMPONENTS,,,0.0,unknown,In Transit,10/03/2023
5757,GlobalTrade GmbH,Poland,Warsaw,WH_C,Steel Parts,286,103.88,29709.68,unknown,Delayed,2022-06-29
8043,MedTech SRL ,France,MARSEILLE,WH-A,Electronics,,157.31,157.31,-9,Delayed,28/09/2023
4089,Nordic  Logistics,spain,valencia,WH-D,Packaging,614,,0.0,19,CANCELLED,2023-10-14
6415,MedTech SRL ,SPAIN,valencia,WH-A ,PLASTIC COMPONENTS,,,0.0,32,IN TRANSIT,"March 1, 2023"
7539,MedTech SRL ,Poland,Warsaw,WH-A,Electronics,N/A,148.23,148.23,unknown,In Transit,2022-11-10
4682, EuroSupply SA,BELGIUM,Brussels,WH-A ,PLASTIC COMPONENTS,678,51.77,35100.060000000005,46, delivered,2023-04-24
5647, EuroSupply SA,Poland,Warsaw,WH-A,Electronics,N/A,,0.0,,CANCELLED,2023-08-10
5222,Nordic  Logistics,Netherlads,amsterdam,WH-A,electronics ,,,0.0,60,In Transit,2023-02-12
7928,Nordic  Logistics,Itlay,ROME,WH-A,Steel Parts,,,0.0,-9,In Transit,2022-05-31
8080,Iberia Parts,GERMANY,Munich,WH-A,Packaging,318,85.36,27144.48,unknown,IN TRANSIT,"March 2, 2023"
5893,Nordic  Logistics,Poland,Warsaw,WH-A,Packaging,,,0.0,-8,CANCELLED,2024-06-07
8781,GlobalTrade GmbH,Frnace,paris,WH_C,steel parts ,,,0.0,,Delayed,"March 17, 2023"
5763, EuroSupply SA,Polad,WARSAW,WH-D,electronics ,,,0.0,-1,IN TRANSIT,06/05/2022
5425,MedTech SRL ,France,lyon,wh-b,PLASTIC COMPONENTS,N/A,132.66,132.66,unknown,IN TRANSIT,2022-02-22
8424,Nordic  Logistics,Frnace,paris,WH-A ,electronics ,,103.97,103.97,unknown,Delayed,15/02/2024
5414,Nordic  Logistics,Frnace,Paris,WH-A ,Steel Parts,452,,0.0,, delivered,2024-02-02
7074,Iberia Parts,Italy,turin,WH-A,Steel Parts,N/A,57.03,57.03,,IN TRANSIT,23/06/2022
8585,GlobalTrade GmbH,ITALY,MILAN,WH-D,Packaging,,-93.43,-93.43,, delivered,2024-01-19
4238,MedTech SRL ,netherlands,Amsterdam,WH-A,Packaging,,,0.0,-5,CANCELLED,24/02/2023
5916,Iberia Parts,ITALY,Rome,WH_C,Steel Parts,N/A,-55.07,-55.07,-6, delivered,"March 14, 2023"
4295, EuroSupply SA,italy,Rome,WH-A ,Packaging,,,0.0,-19, delivered,"March 4, 2023"
8192,Iberia Parts,NETHERLANDS,Amsterdam,WH-A ,Steel Parts,,-69.46,-69.46,, delivered,2024-03-18
5368,Nordic  Logistics,Italy,milan,WH-A,Steel Parts,159,180.77,28742.43,unknown,CANCELLED,16/06/2024
7813,Iberia Parts,Frnace,Paris,WH-A,Electronics,,-92.21,-92.21,14,In Transit,2023-02-08
8583,Iberia Parts,BELGIUM,Brussels,WH-D,Packaging,,,0.0,42,In Transit,2024-03-18
7491,Nordic  Logistics,Polad,Warsaw,WH-D,Steel Parts,N/A,,0.0,-5,Delayed,2022-12-01
7207,MedTech SRL ,France,Paris,WH-D,PLASTIC COMPONENTS,273,,0.0,52,CANCELLED,"March 18, 2023"
4050,GlobalTrade GmbH,belgium,antwerp,WH-A ,Packaging,N/A,-99.43,-99.43,-7, delivered,2023-08-26
4501,Iberia Parts,POLAND,WARSAW,WH_C,steel parts ,,3.89,3.89,34,Delivered,23/07/2022
5300,GlobalTrade GmbH,italy,milan,WH-D,Steel Parts,,-60.72,-60.72,-3,CANCELLED,2023-12-10
6504,GlobalTrade GmbH,belgium,Brussels,WH_C,Steel Parts,,,0.0,unknown,Delivered,"March 28, 2023"
6368,GlobalTrade GmbH,BELGIUM,BRUSSELS,WH-D,Steel Parts,,126.68,126.68,37, delivered,"March 25, 2023"
7441,Nordic  Logistics,Germany,berlin,wh-b,PLASTIC COMPONENTS,36,,0.0,55,Delayed,07/05/2023
4347,GlobalTrade GmbH,italy,ROME,WH-A,PLASTIC COMPONENTS,397,-33.23,-13192.31,,Delivered,23/01/2022
8932,MedTech SRL ,FRANCE,MARSEILLE,WH-A ,steel parts ,220,,0.0,,In Transit,2022-11-26
7328,MedTech SRL ,Itlay,ROME,WH-A,Steel Parts,,,0.0,unknown,Delayed,29/11/2022
8031,GlobalTrade GmbH,NETHERLANDS,Amsterdam,WH-A ,electronics ,19,,0.0,,Delivered,2023-10-30
6526,Iberia Parts,Frnace,Lyon,wh-b,PLASTIC COMPONENTS,,,0.0,unknown,Delayed,11/08/2022
4481,MedTech SRL ,poland,Warsaw,WH-D,Steel Parts,516,,0.0,unknown,In Transit,"March 17, 2023"
5382,Nordic  Logistics,Spian,Barcelona,WH-A ,steel parts ,,,0.0,-6,Delayed,"March 1, 2023"
7053,MedTech SRL ,France,Paris,WH-A ,Steel Parts,,54.85,54.85,unknown,In Transit,22/06/2023
6876,Nordic  Logistics,Itlay,turin,wh-b,electronics ,103,51.46,5300.38,-1,Delivered,2024-03-11
7916,MedTech SRL ,Netherlands,rotterdam,WH_C,steel parts ,,,0.0,,IN TRANSIT,2024-06-15
8324, EuroSupply SA,Spain,BARCELONA,WH-A,Packaging,N/A,-70.7,-70.7,-24,Delayed,06/01/2022
5164,MedTech SRL ,NETHERLANDS,AMSTERDAM,WH-A ,PLASTIC COMPONENTS,,,0.0,unknown, delivered,"March 9, 2023"
8506,GlobalTrade GmbH,FRANCE,PARIS,WH-A,PLASTIC COMPONENTS,,135.64,135.64,, delivered,"March 5, 2023"
8834, EuroSupply SA,SPAIN,Madrid,WH-D,Steel Parts,,,0.0,-10,CANCELLED,2022-06-27
6409, EuroSupply SA,FRANCE,Lyon,WH-D,Steel Parts,,,0.0,26,IN TRANSIT,"March 6, 2023"
4229,MedTech SRL ,germany,hamburg,WH_C,Steel Parts,386,92.64,35759.04,-5,CANCELLED,19/08/2022
8228,Iberia Parts,Spian,madrid,WH_C,electronics ,,-30.33,-30.33,unknown,In Transit,2023-02-22
5597,GlobalTrade GmbH,Italy,Rome,WH-A ,PLASTIC COMPONENTS,505,47.84,24159.2,-13,Delivered,23/01/2023
7348,Nordic  Logistics,Belgium,antwerp,WH-A,electronics ,,-92.45,-92.45,,Delayed,03/12/2022
4816,MedTech SRL ,Italy,Milan,WH-A ,steel parts ,,,0.0,, delivered,13/10/2022
4088,Iberia Parts,Belguim,Brussels,WH_C,Steel Parts,232,21.21,4920.72,-12,IN TRANSIT,03/01/2022
6786, EuroSupply SA,Belguim,BRUSSELS,wh-b,Electronics,,,0.0,unknown,IN TRANSIT,27/03/2024
6029, EuroSupply SA,Netherlads,Amsterdam,WH-A ,Packaging,N/A,-87.04,-87.04,-6,Delayed,24/04/2023
5214, EuroSupply SA,Netherlads,AMSTERDAM,wh-b,Electronics,66,183.56,12114.960000000001,-11,Delayed,"March 1, 2023"
8678,Iberia Parts,italy,Rome,WH-A ,Steel Parts,13,76.61,995.93,-15, delivered,"March 4, 2023"
5680,MedTech SRL ,netherlands,AMSTERDAM,WH-D,Steel Parts,297,,0.0,unknown, delivered,06/04/2022
5593,MedTech SRL ,NETHERLANDS,amsterdam,WH-D,PLASTIC COMPONENTS,,,0.0,-8,Delivered,27/01/2022
8236,MedTech SRL ,Belguim,BRUSSELS,WH-A,electronics ,,,0.0,,IN TRANSIT,2022-09-27
8824,Iberia Parts,BELGIUM,BRUSSELS,WH-D,Electronics,,-74.96,-74.96,unknown,Delivered,"March 4, 2023"
4321,GlobalTrade GmbH,spain,MADRID,WH-A ,electronics ,,,0.0,unknown,Delayed,12/03/2023
8254,Nordic  Logistics,Spain,madrid,WH-A,Electronics,78,,0.0,-6,In Transit,2024-03-02
6056, EuroSupply SA,Poland,krakow,wh-b,PLASTIC COMPONENTS,524,,0.0,58,In Transit,"March 23, 2023"
4436,Iberia Parts,Netherlands,rotterdam,WH-A ,electronics ,,,0.0,48,Delayed,10/01/2023
7728,Iberia Parts,Germany,Berlin,WH-A ,electronics ,,-54.98,-54.98,,In Transit,2023-01-26
5589,MedTech SRL ,belgium,Brussels,WH-A ,electronics ,,-95.93,-95.93,-11,In Transit,2023-04-26
7941, EuroSupply SA,Poland,WARSAW,WH-D,electronics ,N/A,21.49,21.49,-1,IN TRANSIT,"March 10, 2023"
7570,Iberia Parts,spain,madrid,WH_C,PLASTIC COMPONENTS,,,0.0,,Delayed,2022-06-09
6076,MedTech SRL ,Poland,WARSAW,WH-D,Packaging,,31.95,31.95,-15,In Transit,2023-11-19
6843,Iberia Parts,spain,valencia,WH-A,electronics ,,-95.24,-95.24,-23, delivered,18/08/2022
6001,Iberia Parts,Itlay,turin,WH_C,Electronics,,-32.89,-32.89,17, delivered,2023-06-20
6191,MedTech SRL ,FRANCE,Paris,WH_C,Packaging,,-20.35,-20.35,,Delayed,25/08/2023
5315,MedTech SRL ,Poland,warsaw,WH-A,steel parts ,,,0.0,44, delivered,2023-09-14
7565, EuroSupply SA,GERMANY,berlin,WH-A ,Packaging,,,0.0,,Delivered,25/07/2022
8365,MedTech SRL ,GERMANY,MUNICH,wh-b,Steel Parts,427,,0.0,,CANCELLED,2022-12-07
7305,Iberia Parts,netherlands,AMSTERDAM,wh-b,Steel Parts,N/A,39.27,39.27,-24,Delayed,"March 6, 2023"
7273,GlobalTrade GmbH,BELGIUM,antwerp,WH-A,Electronics,483,,0.0,unknown,Delayed,18/06/2024
8481,MedTech SRL ,Belguim,antwerp,WH-A,Steel Parts,395,172.76,68240.2,,CANCELLED,02/04/2024
5225, EuroSupply SA,Germany,hamburg,wh-b,Electronics,N/A,,0.0,-13, delivered,"March 11, 2023"
8670,Iberia Parts,Belgium,brussels,WH_C,PLASTIC COMPONENTS,679,-81.49,-55331.71,,In Transit,"March 10, 2023"
6287,Iberia Parts,Polad,krakow,WH_C,Packaging,,168.91,168.91,unknown,IN TRANSIT,04/02/2024
7940,Nordic  Logistics,Italy,MILAN,WH-A ,PLASTIC COMPONENTS,,74.28,74.28,46,Delivered,"March 10, 2023"
6868,Iberia Parts,germany,MUNICH,WH_C,electronics ,,-69.16,-69.16,32,Delivered,24/01/2023
6859, EuroSupply SA,SPAIN,BARCELONA,WH-A,Steel Parts,,,0.0,,Delayed,2022-11-05
6661,MedTech SRL ,BELGIUM,brussels,WH-A ,Steel Parts,,,0.0,38,In Transit,2023-04-02
7962,Nordic  Logistics,netherlands,AMSTERDAM,WH-A,steel parts ,452,,0.0,-6,In Transit,"March 3, 2023"
6802,Iberia Parts,Polad,Warsaw,WH-A,Electronics,,-73.89,-73.89,unknown,Delayed,"March 2, 2023"
4624,GlobalTrade GmbH,SPAIN,Madrid,WH_C,Packaging,39,,0.0,45,IN TRANSIT,04/09/2022
7953, EuroSupply SA,NETHERLANDS,AMSTERDAM,WH-D,Steel Parts,,-1.16,-1.16,,Delivered,29/12/2023
6880,Iberia Parts,poland,warsaw,wh-b,steel parts ,,166.25,166.25,32,Delivered,23/08/2022
6686,Nordic  Logistics,POLAND,warsaw,WH-D,PLASTIC COMPONENTS,,-69.48,-69.48,-6,Delivered,"March 6, 2023"
8453,Nordic  Logistics,spain,Barcelona,wh-b,Steel Parts,,184.84,184.84,-2,Delivered,2023-08-31
6636,MedTech SRL ,Polad,WARSAW,WH_C,Steel Parts,460,-48.14,-22144.4,-1,IN TRANSIT,"March 1, 2023"
7550, EuroSupply SA,ITALY,turin,WH-A ,Steel Parts,N/A,-31.39,-31.39,,In Transit,2022-10-21
8780, EuroSupply SA,POLAND,Warsaw,wh-b,Electronics,N/A,,0.0,-8,Delivered,2022-07-23
6830,Nordic  Logistics,GERMANY,hamburg,WH_C,electronics ,,-87.25,-87.25,,CANCELLED,"March 23, 2023"
6916,GlobalTrade GmbH,ITALY,milan,WH-A,steel parts ,N/A,,0.0,51, delivered,"March 5, 2023"
5665,Iberia Parts,Belgium,brussels,WH-A,Packaging,329,-48.19,-15854.509999999998,51,Delivered,30/11/2022
7025,Iberia Parts,Spian,madrid,WH-A,electronics ,400,-68.22,-27288.0,36, delivered,2024-03-06
5096,Iberia Parts,Germnay,BERLIN,WH-A ,Electronics,,,0.0,44,IN TRANSIT,2023-01-18
5450,MedTech SRL ,italy,MILAN,WH-A,steel parts ,N/A,141.38,141.38,2,CANCELLED,17/05/2022
5386,Iberia Parts,Poland,Warsaw,WH-A ,Packaging,165,69.08,11398.199999999999,,Delivered,2024-06-09
8902,MedTech SRL ,Polad,krakow,WH-D,PLASTIC COMPONENTS,,,0.0,,CANCELLED,2023-04-04
6802,GlobalTrade GmbH,italy,MILAN,WH_C,electronics ,398,,0.0,-7,Delayed,2022-01-17
5724,Nordic  Logistics,Itlay,Rome,WH-D,electronics ,,-87.53,-87.53,6,IN TRANSIT,"March 26, 2023"
5758,Iberia Parts,Itlay,Rome,WH-A,Packaging,669,121.47,81263.43,unknown,Delivered,"March 14, 2023"
5181,MedTech SRL ,Germnay,BERLIN,wh-b,PLASTIC COMPONENTS,303,105.06,31833.18,,CANCELLED,"March 22, 2023"
8743,Nordic  Logistics,ITALY,ROME,wh-b,electronics ,N/A,122.96,122.96,unknown,In Transit,2023-04-03
4699,MedTech SRL ,BELGIUM,BRUSSELS,wh-b,Electronics,,,0.0,-5,IN TRANSIT,26/07/2023
4738,MedTech SRL ,france,MARSEILLE,wh-b,PLASTIC COMPONENTS,N/A,,0.0,-17, delivered,28/02/2024
5398,GlobalTrade GmbH,Polad,krakow,WH-A,Steel Parts,,12.74,12.74,4,CANCELLED,"March 18, 2023"
8692,GlobalTrade GmbH,Itlay,turin,WH_C,Steel Parts,,-64.98,-64.98,, delivered,"March 17, 2023"
7735,Iberia Parts,FRANCE,Lyon,WH-A,electronics ,,-37.84,-37.84,38,In Transit,2024-04-13
7616,Iberia Parts,Itlay,MILAN,WH-D,PLASTIC COMPONENTS,,-14.86,-14.86,42,Delayed,07/08/2023
5085,Iberia Parts,Frnace,lyon,WH_C,Electronics,,7.4,7.4,42,IN TRANSIT,"March 15, 2023"
8902,GlobalTrade GmbH,Frnace,Paris,wh-b,Steel Parts,N/A,,0.0,38,Delivered,2023-08-13
5983, EuroSupply SA,italy,ROME,WH-A,electronics ,,19.32,19.32,-15,In Transit,03/10/2022
5269,MedTech SRL ,Germany,MUNICH,wh-b,electronics ,79,,0.0,-9,In Transit,10/09/2022
8000,GlobalTrade GmbH,Frnace,Paris,wh-b,Steel Parts,,178.34,178.34,9,CANCELLED,"March 4, 2023"
7746,Nordic  Logistics,france,Paris,WH_C,steel parts ,,,0.0,24,IN TRANSIT,24/12/2023
8086, EuroSupply SA,italy,MILAN,WH-A ,steel parts ,284,-5.44,-1544.96,,In Transit,"March 17, 2023"
8134,MedTech SRL ,italy,Rome,wh-b,electronics ,N/A,,0.0,-17,Delayed,"March 4, 2023"
4628,Iberia Parts,BELGIUM,antwerp,WH-A,Steel Parts,,,0.0,-11, delivered,"March 26, 2023"
8637,Iberia Parts,Germany,BERLIN,WH-A,steel parts ,308,,0.0,12,Delayed,"March 8, 2023"
6835,Iberia Parts,france,lyon,wh-b,steel parts ,657,70.44,46279.08,unknown,CANCELLED,2024-06-11
8673, EuroSupply SA,Netherlands,amsterdam,wh-b,Packaging,,-27.98,-27.98,42, delivered,"March 25, 2023"
6441,Nordic  Logistics,Belgium,antwerp,WH-A,PLASTIC COMPONENTS,,144.36,144.36,50,In Transit,2023-10-01
5037,GlobalTrade GmbH,Spian,madrid,WH-A ,Packaging,,,0.0,9,In Transit,"March 7, 2023"
4425, EuroSupply SA,Frnace,lyon,WH-A ,Electronics,366,,0.0,,In Transit,2024-02-16
8236,MedTech SRL ,Polad,WARSAW,WH-A ,Packaging,11,,0.0,unknown, delivered,"March 6, 2023"
8264,MedTech SRL ,Spain,MADRID,WH-A ,Packaging,533,120.55,64253.15,unknown,CANCELLED,12/02/2024
7630,MedTech SRL ,BELGIUM,Brussels,WH_C,Electronics,,-37.88,-37.88,,CANCELLED,"March 19, 2023"
5638,GlobalTrade GmbH,ITALY,Rome,WH-A,electronics ,,-36.32,-36.32,26,Delayed,29/05/2023
6542, EuroSupply SA,Polad,Warsaw,wh-b,steel parts ,545,,0.0,29,CANCELLED,"March 3, 2023"
4035,Iberia Parts,poland,WARSAW,WH-D,steel parts ,,62.41,62.41,-5,Delivered,2023-01-14
6747,MedTech SRL ,BELGIUM,Brussels,WH-A,Packaging,,87.75,87.75,4,In Transit,"March 16, 2023"
7992,MedTech SRL ,Netherlands,rotterdam,WH_C,electronics ,,63.72,63.72,unknown,CANCELLED,2024-03-03
4525, EuroSupply SA,Poland,warsaw,WH_C,Electronics,,,0.0,15,CANCELLED,"March 27, 2023"
7683,GlobalTrade GmbH,Belgium,antwerp,WH-D,PLASTIC COMPONENTS,,145.8,145.8,,IN TRANSIT,2024-04-29
5934,GlobalTrade GmbH,Spian,BARCELONA,WH-A,Electronics,,-30.63,-30.63,unknown,CANCELLED,2023-07-14
8204,MedTech SRL ,GERMANY,hamburg,WH_C,Packaging,390,80.25,31297.5,,In Transit,"March 23, 2023"
6979,Iberia Parts,Netherlads,rotterdam,WH-A ,Packaging,,,0.0,unknown, delivered,2023-02-24
8918,Nordic  Logistics,France,lyon,WH-A,steel parts ,662,139.38,92269.56,-23,CANCELLED,"March 24, 2023"
8992,GlobalTrade GmbH,BELGIUM,brussels,WH-D,Packaging,N/A,110.24,110.24,,IN TRANSIT,2023-02-08
6838, EuroSupply SA,Belguim,brussels,WH-A ,electronics ,584,,0.0,-14, delivered,23/03/2022
8632,Nordic  Logistics,POLAND,warsaw,WH-D,PLASTIC COMPONENTS,,,0.0,3,Delayed,2023-09-25
7749,GlobalTrade GmbH,netherlands,AMSTERDAM,WH-A ,electronics ,N/A,-18.36,-18.36,-10,Delivered,21/09/2023
6532,Iberia Parts,Spian,madrid,WH-D,Packaging,N/A,,0.0,-19,Delivered,15/06/2024
4983,GlobalTrade GmbH,POLAND,WARSAW,WH_C,Steel Parts,,,0.0,16,IN TRANSIT,25/10/2023
5622, EuroSupply SA,spain,BARCELONA,WH_C,electronics ,356,153.09,54500.04,35,Delivered,21/03/2022
8439,MedTech SRL ,Belgium,BRUSSELS,WH_C,electronics ,,65.36,65.36,,Delivered,2023-02-27
6681, EuroSupply SA,Polad,WARSAW,wh-b,Steel Parts,,-31.08,-31.08,59,CANCELLED,"March 27, 2023"
6764,GlobalTrade GmbH,POLAND,WARSAW,wh-b,Electronics,N/A,,0.0,unknown,Delivered,"March 17, 2023"
4020,GlobalTrade GmbH,POLAND,warsaw,WH-A ,steel parts ,,15.02,15.02,,CANCELLED,24/10/2022
8870,GlobalTrade GmbH,belgium,antwerp,WH-A,Steel Parts,190,,0.0,-24, delivered,"March 5, 2023"
5165,MedTech SRL ,BELGIUM,Brussels,WH-A ,Electronics,,114.0,114.0,,Delayed,"March 14, 2023"
7824,Nordic  Logistics,FRANCE,MARSEILLE,wh-b,Packaging,,,0.0,-19,IN TRANSIT,07/09/2023
5396,MedTech SRL ,France,PARIS,wh-b,Steel Parts,30,4.31,129.29999999999998,-12,IN TRANSIT,14/02/2024
6894, EuroSupply SA,poland,krakow,wh-b,Electronics,,-33.54,-33.54,,Delivered,"March 24, 2023"
7747,Nordic  Logistics,Spian,MADRID,WH-A,PLASTIC COMPONENTS,288,-84.15,-24235.2,unknown,In Transit,2023-08-19
6766,GlobalTrade GmbH,Frnace,Paris,WH-A,Electronics,,,0.0,38,In Transit,16/04/2023
5490,GlobalTrade GmbH,germany,MUNICH,WH_C,PLASTIC COMPONENTS,128,,0.0,unknown,IN TRANSIT,16/09/2023
8891,Nordic  Logistics,Netherlads,AMSTERDAM,WH-D,Electronics,,104.56,104.56,, delivered,26/02/2023
5591,MedTech SRL ,Netherlads,Amsterdam,WH-A ,Steel Parts,543,-69.2,-37575.6,,Delivered,2023-07-22
6092,GlobalTrade GmbH,Polad,warsaw,WH_C,steel parts ,215,184.73,39716.95,15,IN TRANSIT,2023-02-10
8367, EuroSupply SA,SPAIN,Madrid,WH_C,electronics ,N/A,145.54,145.54,-20,CANCELLED,12/06/2023
7580,Iberia Parts,Belgium,BRUSSELS,WH_C,Packaging,,,0.0,,CANCELLED,24/11/2023
4209,MedTech SRL ,poland,krakow,WH-D,Electronics,,,0.0,,In Transit,03/12/2023
7901,Iberia Parts,Germnay,berlin,WH-A ,Packaging,210,-71.78,-15073.800000000001,,Delivered,"March 22, 2023"
8429,MedTech SRL ,germany,berlin,wh-b,Packaging,,-62.0,-62.0,,Delivered,"March 2, 2023"
6005,GlobalTrade GmbH,italy,Rome,WH_C,Packaging,N/A,-41.22,-41.22,4, delivered,2023-04-14
7807,Nordic  Logistics,Itlay,ROME,WH_C,Packaging,,,0.0,,In Transit,2022-10-13
8042,MedTech SRL ,Netherlands,Amsterdam,WH-A,electronics ,,90.96,90.96,30,Delivered,09/09/2023
6451,Nordic  Logistics,NETHERLANDS,Amsterdam,wh-b,Packaging,640,-84.58,-54131.2,28,IN TRANSIT,2022-04-11
7769,Iberia Parts,france,paris,wh-b,PLASTIC COMPONENTS,600,-84.36,-50616.0,-11, delivered,"March 11, 2023"
8024,Nordic  Logistics,italy,MILAN,WH-D,PLASTIC COMPONENTS,,-29.16,-29.16,40,Delayed,2022-06-29
7449,MedTech SRL ,Italy,milan,WH_C,PLASTIC COMPONENTS,282,,0.0,,In Transit,"March 24, 2023"
5318, EuroSupply SA,NETHERLANDS,amsterdam,wh-b,electronics ,,,0.0,,In Transit,24/04/2022
7238, EuroSupply SA,ITALY,turin,WH-A ,Electronics,,,0.0,,CANCELLED,"March 13, 2023"
5224,Nordic  Logistics,Polad,Warsaw,WH-A,Packaging,,,0.0,,In Transit,"March 1, 2023"
8378,GlobalTrade GmbH,France,Paris,WH-D,Steel Parts,,114.11,114.11,-3,Delivered,2024-02-05
4414,Iberia Parts,France,paris,WH-A,Packaging,221,120.22,26568.62,,Delivered,29/05/2023
8593,Iberia Parts,France,paris,WH-A,PLASTIC COMPONENTS,500,168.98,84490.0,-17,IN TRANSIT,"March 3, 2023"
5922,GlobalTrade GmbH,germany,berlin,WH-D,electronics ,,,0.0,unknown,CANCELLED,08/11/2023
4116,Iberia Parts,SPAIN,Barcelona,WH-D,Packaging,,161.34,161.34,unknown,In Transit,2022-09-30
8797,Nordic  Logistics,Germany,hamburg,WH-D,Steel Parts,,-37.49,-37.49,11,IN TRANSIT,23/05/2022
6573,Iberia Parts,SPAIN,Madrid,WH-D,Electronics,,-12.17,-12.17,4,In Transit,2024-01-12
4018,MedTech SRL ,belgium,brussels,WH-A ,Packaging,,-90.72,-90.72,unknown,In Transit,11/06/2024
7966,Iberia Parts,Itlay,turin,WH-A,Steel Parts,420,-87.16,-36607.2,,IN TRANSIT,"March 16, 2023"
5282, EuroSupply SA,POLAND,Warsaw,WH_C,electronics ,,,0.0,unknown,IN TRANSIT,2022-12-17
8334,MedTech SRL ,France,paris,WH-A ,PLASTIC COMPONENTS,N/A,39.81,39.81,-8, delivered,04/10/2022
5855,GlobalTrade GmbH,POLAND,warsaw,WH-A ,electronics ,,,0.0,unknown,Delivered,"March 18, 2023"
4093,GlobalTrade GmbH,Frnace,paris,WH-A,Steel Parts,,-22.63,-22.63,unknown,IN TRANSIT,17/12/2023
4208,Iberia Parts,Spian,Barcelona,WH-D,PLASTIC COMPONENTS,,,0.0,unknown, delivered,2023-08-04
6821,MedTech SRL ,Itlay,turin,WH-A ,steel parts ,468,,0.0,,Delivered,30/12/2023
6448,Nordic  Logistics,germany,MUNICH,wh-b,Steel Parts,200,,0.0,-25,IN TRANSIT,2023-05-22
8242, EuroSupply SA,Poland,WARSAW,wh-b,Electronics,612,154.41,94498.92,-5,Delivered,26/02/2023
8978,MedTech SRL ,Germany,berlin,WH_C,steel parts ,N/A,,0.0,unknown,Delivered,2023-01-07
4823,MedTech SRL ,netherlands,AMSTERDAM,WH_C,Steel Parts,,184.66,184.66,8,CANCELLED,2022-04-07
7236,Nordic  Logistics,France,PARIS,WH-D,Electronics,N/A,,0.0,unknown,In Transit,"March 22, 2023"
